,age,education,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,income
19849,2,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,<=50K
19850,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
19851,0,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
19852,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
19853,3,5th-6th,Divorced,Farming-fishing,Unmarried,Male,0,0,1,<=50K
19854,2,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,1,>50K
19855,0,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,0,<=50K
19856,1,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,2,<=50K
19857,3,10th,Divorced,Adm-clerical,Unmarried,Female,0,0,0,<=50K
19858,0,HS-grad,Divorced,Sales,Unmarried,Female,0,0,1,<=50K
19859,1,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,1,<=50K
19860,0,Bachelors,Never-married,Prof-specialty,Own-child,Female,0,0,2,<=50K
19861,0,Bachelors,Never-married,Adm-clerical,Own-child,Male,0,0,1,<=50K
19862,2,Some-college,Divorced,Sales,Not-in-family,Female,0,0,0,<=50K
19863,0,Some-college,Never-married,Sales,Own-child,Male,0,0,0,<=50K
19864,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,<=50K
19865,0,Some-college,Never-married,Prof-specialty,Own-child,Female,0,0,0,<=50K
19866,3,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
19867,0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
19868,3,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,2,<=50K
19869,0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
19870,1,HS-grad,Separated,Sales,Unmarried,Female,0,0,0,<=50K
19871,1,HS-grad,Widowed,Sales,Unmarried,Female,0,0,1,<=50K
19872,0,Some-college,Never-married,Other-service,Own-child,Female,0,0,0,<=50K
19873,0,HS-grad,Separated,Adm-clerical,Unmarried,Female,0,0,1,<=50K
19874,1,HS-grad,Never-married,Handlers-cleaners,Unmarried,Female,0,0,0,<=50K
19875,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,2,<=50K
19876,1,Some-college,Never-married,Tech-support,Not-in-family,Male,0,0,0,<=50K
19877,0,11th,Never-married,Exec-managerial,Own-child,Female,0,0,0,<=50K
19878,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
19879,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,<=50K
19880,3,Some-college,Divorced,Prof-specialty,Unmarried,Female,0,0,1,<=50K
19881,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
19882,0,HS-grad,Married-civ-spouse,Sales,Wife,Female,0,0,1,<=50K
19883,1,HS-grad,Divorced,Transport-moving,Not-in-family,Male,0,0,1,<=50K
19884,0,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,0,1,<=50K
19885,0,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,2,<=50K
19886,2,HS-grad,Never-married,Adm-clerical,Other-relative,Female,0,0,1,<=50K
19887,0,12th,Never-married,Handlers-cleaners,Own-child,Male,0,0,0,<=50K
19888,0,Bachelors,Never-married,Sales,Not-in-family,Female,0,0,0,<=50K
19889,1,Some-college,Divorced,Machine-op-inspct,Own-child,Female,0,0,0,<=50K
19890,3,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
19891,1,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,0,<=50K
19892,1,10th,Divorced,Craft-repair,Not-in-family,Male,0,0,0,<=50K
19893,3,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,2,<=50K
19894,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
19895,3,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
19896,3,Some-college,Divorced,Sales,Not-in-family,Female,0,0,0,<=50K
19897,3,HS-grad,Divorced,Prof-specialty,Not-in-family,Male,0,0,1,<=50K
19898,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
19899,2,HS-grad,Divorced,Other-service,Unmarried,Female,0,0,1,<=50K
19900,0,Some-college,Never-married,Exec-managerial,Own-child,Male,0,0,2,<=50K
19901,2,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
19902,0,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Female,0,0,1,<=50K
19903,1,Bachelors,Never-married,Sales,Own-child,Male,0,0,0,<=50K
19904,2,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,0,<=50K
19905,0,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
19906,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
19907,0,HS-grad,Separated,Craft-repair,Own-child,Male,0,0,0,<=50K
19908,1,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,0,0,1,<=50K
19909,2,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,2,>50K
19910,2,10th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
19911,3,HS-grad,Widowed,,Not-in-family,Female,0,0,0,<=50K
19912,2,HS-grad,Married-spouse-absent,,Not-in-family,Male,0,0,1,<=50K
19913,2,Some-college,Widowed,Adm-clerical,Unmarried,Female,0,0,0,<=50K
19914,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,<=50K
19915,1,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
19916,1,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,2,>50K
19917,0,Bachelors,Never-married,Transport-moving,Own-child,Male,0,0,0,<=50K
19918,0,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,0,<=50K
19919,0,11th,Never-married,,Own-child,Male,0,0,0,<=50K
19920,2,Masters,Divorced,Prof-specialty,Not-in-family,Female,0,0,0,<=50K
19921,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
19922,0,Some-college,Never-married,Sales,Own-child,Female,0,0,0,<=50K
19923,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,<=50K
19924,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
19925,0,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,0,<=50K
19926,1,9th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,<=50K
19927,3,Bachelors,Widowed,Prof-specialty,Not-in-family,Female,0,0,0,<=50K
19928,3,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
19929,2,Assoc-voc,Widowed,Prof-specialty,Unmarried,Female,0,0,1,<=50K
19930,1,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
19931,2,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
19932,3,10th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,<=50K
19933,1,HS-grad,Widowed,Other-service,Unmarried,Female,0,0,1,<=50K
19934,1,12th,Married-civ-spouse,Armed-Forces,Husband,Male,0,0,1,<=50K
19935,0,HS-grad,Never-married,Transport-moving,Not-in-family,Male,0,0,2,<=50K
19936,3,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,0,0,0,<=50K
19937,1,Assoc-acdm,Divorced,Other-service,Not-in-family,Female,0,0,0,<=50K
19938,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
19939,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,<=50K
19940,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,2,<=50K
19941,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
19942,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
19943,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
19944,0,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,1,<=50K
19945,1,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,2,<=50K
19946,3,Masters,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
19947,0,HS-grad,Never-married,Tech-support,Own-child,Male,0,0,1,<=50K
19948,2,9th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,1,<=50K
19949,1,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,1,>50K
19950,3,5th-6th,Widowed,Other-service,Unmarried,Female,0,0,1,<=50K
19951,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
19952,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
19953,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
19954,0,HS-grad,Never-married,Tech-support,Not-in-family,Male,0,0,2,<=50K
19955,0,Some-college,Never-married,,Own-child,Male,0,0,0,<=50K
19956,0,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
19957,1,7th-8th,Never-married,Craft-repair,Unmarried,Male,0,0,1,<=50K
19958,0,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,0,<=50K
19959,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
19960,3,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,0,<=50K
19961,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
19962,0,10th,Never-married,Sales,Own-child,Male,0,0,0,<=50K
19963,1,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,2,>50K
19964,1,Some-college,Never-married,Other-service,Other-relative,Male,0,0,1,<=50K
19965,0,Bachelors,Never-married,Exec-managerial,Own-child,Female,0,0,1,<=50K
19966,2,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Female,0,0,2,<=50K
19967,0,9th,Never-married,Other-service,Unmarried,Male,0,0,0,<=50K
19968,1,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,1,<=50K
19969,3,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,0,0,0,<=50K
19970,1,Some-college,Married-AF-spouse,Adm-clerical,Wife,Female,0,0,1,>50K
19971,3,HS-grad,Never-married,Craft-repair,Other-relative,Male,0,0,1,<=50K
19972,1,HS-grad,Never-married,Machine-op-inspct,Unmarried,Male,0,0,1,<=50K
19973,0,Some-college,Never-married,Adm-clerical,Other-relative,Male,0,0,1,<=50K
19974,0,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
19975,1,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,1,<=50K
19976,0,Bachelors,Never-married,Sales,Not-in-family,Male,0,0,2,<=50K
19977,2,Masters,Never-married,Adm-clerical,Not-in-family,Female,0,0,2,>50K
19978,1,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,<=50K
19979,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,>50K
19980,0,Some-college,Never-married,Handlers-cleaners,Own-child,Male,0,0,1,<=50K
19981,3,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,0,0,2,>50K
19982,2,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,0,<=50K
19983,0,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,1,<=50K
19984,0,HS-grad,Never-married,Sales,Not-in-family,Male,0,0,0,<=50K
19985,1,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,1,>50K
19986,1,Assoc-voc,Never-married,Other-service,Unmarried,Female,0,0,0,<=50K
19987,2,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Male,0,0,1,<=50K
19988,0,Some-college,Never-married,,Own-child,Male,0,0,0,<=50K
19989,3,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
19990,0,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
19991,3,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,<=50K
19992,2,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,<=50K
19993,1,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,1,<=50K
19994,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
19995,2,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,1,>50K
19996,0,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,1,<=50K
19997,2,HS-grad,Divorced,Priv-house-serv,Not-in-family,Female,0,0,1,<=50K
19998,0,Bachelors,Never-married,Other-service,Not-in-family,Female,0,0,0,<=50K
19999,1,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Male,0,0,1,>50K
20000,1,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,<=50K
20001,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
20002,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,<=50K
20003,0,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
20004,3,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,2,>50K
20005,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
20006,2,11th,Married-civ-spouse,Other-service,Husband,Male,0,0,2,<=50K
20007,0,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,0,2,<=50K
20008,2,10th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,2,<=50K
20009,2,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20010,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
20011,3,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,<=50K
20012,0,Some-college,Never-married,Handlers-cleaners,Own-child,Male,0,0,0,<=50K
20013,2,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,1,>50K
20014,1,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,2,<=50K
20015,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
20016,1,9th,Separated,Other-service,Unmarried,Female,0,0,1,<=50K
20017,1,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,2,<=50K
20018,1,HS-grad,Divorced,Machine-op-inspct,Unmarried,Male,0,0,1,<=50K
20019,2,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20020,2,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,2,<=50K
20021,2,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
20022,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
20023,0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
20024,0,Bachelors,Never-married,Other-service,Other-relative,Male,0,0,1,<=50K
20025,1,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
20026,1,Prof-school,Never-married,Prof-specialty,Other-relative,Male,0,0,2,<=50K
20027,2,Assoc-acdm,Separated,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20028,2,Some-college,Divorced,Other-service,Unmarried,Male,0,0,1,<=50K
20029,1,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,2,>50K
20030,3,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,0,0,0,>50K
20031,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
20032,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,>50K
20033,0,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,2,<=50K
20034,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
20035,1,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Male,0,0,2,<=50K
20036,0,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,0,2,<=50K
20037,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
20038,1,Bachelors,Married-civ-spouse,Sales,Wife,Female,0,0,1,>50K
20039,1,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,0,<=50K
20040,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,>50K
20041,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,1,<=50K
20042,3,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,1,<=50K
20043,0,Bachelors,Never-married,Other-service,Not-in-family,Female,0,0,0,<=50K
20044,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,>50K
20045,2,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,0,<=50K
20046,3,HS-grad,Separated,,Not-in-family,Male,0,0,0,<=50K
20047,2,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,<=50K
20048,0,Assoc-acdm,Never-married,Adm-clerical,Own-child,Female,0,0,0,<=50K
20049,1,Some-college,Married-civ-spouse,,Wife,Female,0,0,0,<=50K
20050,0,11th,Never-married,Handlers-cleaners,Own-child,Male,0,0,1,<=50K
20051,1,10th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,1,<=50K
20052,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,>50K
20053,3,11th,Married-civ-spouse,Priv-house-serv,Other-relative,Female,0,0,1,<=50K
20054,2,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,1,<=50K
20055,3,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,1,<=50K
20056,2,Some-college,Separated,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
20057,3,Some-college,Never-married,Prof-specialty,Unmarried,Female,0,0,1,<=50K
20058,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
20059,1,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
20060,3,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,1,<=50K
20061,0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
20062,3,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,2,<=50K
20063,0,HS-grad,Divorced,Sales,Not-in-family,Female,0,0,0,<=50K
20064,0,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,0,2,<=50K
20065,1,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
20066,1,9th,Divorced,,Unmarried,Female,0,0,1,<=50K
20067,0,HS-grad,Never-married,Other-service,Own-child,Female,0,0,1,<=50K
20068,3,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20069,2,Some-college,Married-spouse-absent,Sales,Unmarried,Female,0,0,1,<=50K
20070,1,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,2,<=50K
20071,3,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,2,<=50K
20072,3,HS-grad,Divorced,Adm-clerical,Other-relative,Female,0,0,1,<=50K
20073,1,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,0,<=50K
20074,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
20075,3,9th,Divorced,,Not-in-family,Female,0,0,0,<=50K
20076,1,Some-college,Divorced,Exec-managerial,Unmarried,Female,0,0,1,<=50K
20077,1,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
20078,3,HS-grad,Divorced,Protective-serv,Not-in-family,Male,0,0,0,<=50K
20079,1,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
20080,1,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,<=50K
20081,0,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,2,<=50K
20082,3,7th-8th,Widowed,,Unmarried,Female,0,0,0,<=50K
20083,1,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20084,3,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,>50K
20085,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
20086,1,Some-college,Never-married,Sales,Not-in-family,Male,0,0,1,<=50K
20087,1,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,>50K
20088,2,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,1,<=50K
20089,0,HS-grad,Never-married,Farming-fishing,Own-child,Male,0,0,1,<=50K
20090,3,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,1,<=50K
20091,1,Some-college,Never-married,Sales,Own-child,Female,0,0,1,<=50K
20092,0,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
20093,0,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,1,<=50K
20094,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
20095,3,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,2,<=50K
20096,1,Bachelors,Divorced,,Unmarried,Female,0,0,0,<=50K
20097,2,HS-grad,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,1,<=50K
20098,2,Assoc-voc,Divorced,Other-service,Own-child,Female,0,0,1,<=50K
20099,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
20100,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,1,<=50K
20101,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
20102,0,HS-grad,Never-married,Sales,Not-in-family,Male,0,0,2,<=50K
20103,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,<=50K
20104,1,Some-college,Separated,Sales,Not-in-family,Male,0,0,2,<=50K
20105,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,<=50K
20106,2,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,2,<=50K
20107,3,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
20108,2,HS-grad,Never-married,Craft-repair,Other-relative,Male,0,0,2,<=50K
20109,3,7th-8th,Married-civ-spouse,,Husband,Male,0,0,0,<=50K
20110,2,Assoc-acdm,Divorced,Tech-support,Unmarried,Female,0,0,1,<=50K
20111,3,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,>50K
20112,1,10th,Married-civ-spouse,,Wife,Female,0,0,1,<=50K
20113,0,HS-grad,Never-married,Other-service,Not-in-family,Female,0,0,0,<=50K
20114,0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,1,<=50K
20115,3,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
20116,3,Masters,Never-married,Adm-clerical,Not-in-family,Female,0,0,0,>50K
20117,0,HS-grad,Never-married,Adm-clerical,Own-child,Male,0,0,1,<=50K
20118,1,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,1,<=50K
20119,0,Some-college,Never-married,,Own-child,Female,0,0,0,<=50K
20120,2,10th,Married-civ-spouse,Other-service,Husband,Male,0,0,2,<=50K
20121,0,Assoc-acdm,Never-married,Adm-clerical,Own-child,Male,0,0,1,<=50K
20122,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,<=50K
20123,2,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,2,>50K
20124,1,HS-grad,Divorced,Machine-op-inspct,Unmarried,Male,0,0,1,<=50K
20125,1,Bachelors,Never-married,Sales,Not-in-family,Male,0,0,2,>50K
20126,0,Some-college,Never-married,Sales,Other-relative,Male,0,0,0,<=50K
20127,0,9th,Never-married,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20128,1,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,1,<=50K
20129,0,Some-college,Never-married,Handlers-cleaners,Own-child,Male,0,0,0,<=50K
20130,0,10th,Separated,,Not-in-family,Male,0,0,0,<=50K
20131,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,>50K
20132,0,Some-college,Never-married,,Not-in-family,Female,0,0,0,<=50K
20133,2,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Female,0,0,1,<=50K
20134,1,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,1,<=50K
20135,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,2,>50K
20136,0,Bachelors,Never-married,Exec-managerial,Own-child,Female,0,0,1,<=50K
20137,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
20138,2,10th,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
20139,3,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,2,<=50K
20140,0,Bachelors,Never-married,Exec-managerial,Own-child,Male,0,0,2,<=50K
20141,0,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,0,<=50K
20142,0,Some-college,Never-married,Protective-serv,Own-child,Female,0,0,1,>50K
20143,2,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,1,<=50K
20144,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,<=50K
20145,0,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,2,<=50K
20146,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
20147,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,1,>50K
20148,3,HS-grad,Divorced,Sales,Not-in-family,Male,0,0,2,<=50K
20149,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,<=50K
20150,3,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,2,<=50K
20151,3,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,2,<=50K
20152,3,Some-college,Widowed,Adm-clerical,Not-in-family,Female,0,0,1,<=50K
20153,1,10th,Divorced,Craft-repair,Not-in-family,Male,0,0,1,<=50K
20154,2,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,1,<=50K
20155,2,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,1,<=50K
20156,3,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,2,>50K
20157,3,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,>50K
20158,2,Masters,Never-married,Sales,Not-in-family,Male,0,0,2,>50K
20159,3,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,<=50K
20160,0,Some-college,Never-married,Craft-repair,Not-in-family,Male,0,0,0,<=50K
20161,1,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,2,<=50K
20162,3,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,1,<=50K
20163,0,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,0,0,1,<=50K
20164,0,Some-college,Never-married,,Not-in-family,Female,0,0,0,<=50K
20165,0,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,0,0,<=50K
20166,2,Some-college,Divorced,Other-service,Not-in-family,Female,0,0,0,<=50K
